boundary_state,boundary_district,ifi_district_candidates,match_status,reason
Andhra Pradesh,Adilabad,Adilabad,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Agra,Agra,EXACT_MATCH,Exact district-name token match
Gujarat,Ahmadabad,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Maharashtra,Ahmadnagar,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Mizoram,Aizawl,Aizawl,EXACT_MATCH,Exact district-name token match
Rajasthan,Ajmer,Ajmer,EXACT_MATCH,Exact district-name token match
Maharashtra,Akola,Akola,EXACT_MATCH,Exact district-name token match
Kerala,Alappuzha,Alappuzha,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Aligarh,Aligarh,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Alirajpur,Alirajpur,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Allahabad,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Uttarakhand,Almora,Almora,EXACT_MATCH,Exact district-name token match
Rajasthan,Alwar,Alwar,EXACT_MATCH,Exact district-name token match
Haryana,Ambala,Ambala,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Ambedkar Nagar,Ambedkar Nagar,EXACT_MATCH,Exact district-name token match
Maharashtra,Amravati,Amravati,EXACT_MATCH,Exact district-name token match
Gujarat,Amreli,Amreli,EXACT_MATCH,Exact district-name token match
Punjab,Amritsar,Amritsar,EXACT_MATCH,Exact district-name token match
Gujarat,Anand,Anand,EXACT_MATCH,Exact district-name token match
Andhra Pradesh,Anantapur,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Jammu & Kashmir,Anantnag,Anantnag,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,Anjaw,Anjaw,EXACT_MATCH,Exact district-name token match
Odisha,Anugul,Anugul,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Anuppur,Anuppur,EXACT_MATCH,Exact district-name token match
Bihar,Araria,Araria,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Ariyalur,Ariyalur,EXACT_MATCH,Exact district-name token match
Bihar,Arwal,Arwal,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Ashoknagar,Ashoknagar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Auraiya,Auraiya,EXACT_MATCH,Exact district-name token match
Bihar,Aurangabad,Aurangabad,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Azamgarh,Azamgarh,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Badgam,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Bagalkot,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Uttarakhand,Bageshwar,Bageshwar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Baghpat,Baghpat,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Bahraich,Bahraich,EXACT_MATCH,Exact district-name token match
Assam,Baksa,Baksa,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Balaghat,Balaghat,EXACT_MATCH,Exact district-name token match
Odisha,Balangir,Balangir,EXACT_MATCH,Exact district-name token match
Odisha,Baleshwar,Baleshwar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Ballia,Ballia,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Balrampur,Balrampur,EXACT_MATCH,Exact district-name token match
Gujarat,Banas Kantha,Banas Kantha,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Banda,Banda,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Bandipore,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Bangalore,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Bangalore Rural,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Bihar,Banka,Banka,EXACT_MATCH,Exact district-name token match
West Bengal,Bankura,Bankura,EXACT_MATCH,Exact district-name token match
Rajasthan,Banswara,Banswara,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Bara Banki,Bara Banki,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Baramula,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Rajasthan,Baran,Baran,EXACT_MATCH,Exact district-name token match
West Bengal,Barddhaman,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Uttar Pradesh,Bareilly,Bareilly,EXACT_MATCH,Exact district-name token match
Odisha,Bargarh,Bargarh,EXACT_MATCH,Exact district-name token match
Rajasthan,Barmer,Barmer,EXACT_MATCH,Exact district-name token match
Punjab,Barnala,Barnala,EXACT_MATCH,Exact district-name token match
Assam,Barpeta,Barpeta,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Barwani,Barwani,EXACT_MATCH,Exact district-name token match
Chhattisgarh,Bastar,Bastar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Basti,Basti,EXACT_MATCH,Exact district-name token match
Punjab,Bathinda,Bathinda,EXACT_MATCH,Exact district-name token match
Odisha,Bauda,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Bihar,Begusarai,Begusarai,EXACT_MATCH,Exact district-name token match
Karnataka,Belgaum,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Bellary,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Madhya Pradesh,Betul,Betul,EXACT_MATCH,Exact district-name token match
Odisha,Bhadrak,Bhadrak,EXACT_MATCH,Exact district-name token match
Bihar,Bhagalpur,Bhagalpur,EXACT_MATCH,Exact district-name token match
Maharashtra,Bhandara,Bhandara,EXACT_MATCH,Exact district-name token match
Rajasthan,Bharatpur,Bharatpur,EXACT_MATCH,Exact district-name token match
Gujarat,Bharuch,Bharuch,EXACT_MATCH,Exact district-name token match
Gujarat,Bhavnagar,Bhavnagar,EXACT_MATCH,Exact district-name token match
Rajasthan,Bhilwara,Bhilwara,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Bhind,Bhind,EXACT_MATCH,Exact district-name token match
Haryana,Bhiwani,Bhiwani,EXACT_MATCH,Exact district-name token match
Bihar,Bhojpur,Bhojpur,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Bhopal,Bhopal,EXACT_MATCH,Exact district-name token match
Maharashtra,Bid,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Bidar,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Chhattisgarh,Bijapur,Bijapur,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Bijnor,Bijnor,EXACT_MATCH,Exact district-name token match
Rajasthan,Bikaner,Bikaner,EXACT_MATCH,Exact district-name token match
Chhattisgarh,Bilaspur,Bilaspur,EXACT_MATCH,Exact district-name token match
West Bengal,Birbhum,Birbhum,EXACT_MATCH,Exact district-name token match
Manipur,Bishnupur,Bishnupur,EXACT_MATCH,Exact district-name token match
Jharkhand,Bokaro,Bokaro,EXACT_MATCH,Exact district-name token match
Assam,Bongaigaon,Bongaigaon,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Budaun,Budaun,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Bulandshahr,Bulandshahr,EXACT_MATCH,Exact district-name token match
Maharashtra,Buldana,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Rajasthan,Bundi,Bundi,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Burhanpur,Burhanpur,EXACT_MATCH,Exact district-name token match
Bihar,Buxar,Buxar,EXACT_MATCH,Exact district-name token match
Assam,Cachar,Cachar,EXACT_MATCH,Exact district-name token match
NCT of Delhi,Central,Central,EXACT_MATCH,Exact district-name token match
Himachal Pradesh,Chamba,Chamba,EXACT_MATCH,Exact district-name token match
Uttarakhand,Chamoli,Chamoli,EXACT_MATCH,Exact district-name token match
Uttarakhand,Champawat,Champawat,EXACT_MATCH,Exact district-name token match
Mizoram,Champhai,Champhai,EXACT_MATCH,Exact district-name token match
Karnataka,Chamrajnagar,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Uttar Pradesh,Chandauli,Chandauli,EXACT_MATCH,Exact district-name token match
Manipur,Chandel,Chandel,EXACT_MATCH,Exact district-name token match
Chandigarh,Chandigarh,Chandigarh,EXACT_MATCH,Exact district-name token match
Maharashtra,Chandrapur,Chandrapur,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,Changlang,Changlang,EXACT_MATCH,Exact district-name token match
Jharkhand,Chatra,Chatra,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Chennai,Chennai,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Chhatarpur,Chhatarpur,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Chhindwara,Chhindwara,EXACT_MATCH,Exact district-name token match
Karnataka,Chikkaballapura,Chikkaballapura,EXACT_MATCH,Exact district-name token match
Karnataka,Chikmagalur,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Assam,Chirang,Chirang,EXACT_MATCH,Exact district-name token match
Karnataka,Chitradurga,Chitradurga,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Chitrakoot,Chitrakoot,EXACT_MATCH,Exact district-name token match
Rajasthan,Chittaurgarh,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Andhra Pradesh,Chittoor,Chittoor,EXACT_MATCH,Exact district-name token match
Manipur,Churachandpur,Churachandpur,EXACT_MATCH,Exact district-name token match
Rajasthan,Churu,Churu,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Coimbatore,Coimbatore,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Cuddalore,Cuddalore,EXACT_MATCH,Exact district-name token match
Odisha,Cuttack,Cuttack,EXACT_MATCH,Exact district-name token match
Dadara & Nagar Havelli,Dadra & Nagar Haveli,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Chhattisgarh,Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,EXACT_MATCH,Exact district-name token match
West Bengal,Dakshin Dinajpur,Dakshin Dinajpur,EXACT_MATCH,Exact district-name token match
Karnataka,Dakshina Kannada,Dakshina Kannada,EXACT_MATCH,Exact district-name token match
Daman & Diu,Daman,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Madhya Pradesh,Damoh,Damoh,EXACT_MATCH,Exact district-name token match
Bihar,Darbhanga,Darbhanga,EXACT_MATCH,Exact district-name token match
West Bengal,Darjiling,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Assam,Darrang,Darrang,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Data Not Available,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Madhya Pradesh,Datia,Datia,EXACT_MATCH,Exact district-name token match
Rajasthan,Dausa,Dausa,EXACT_MATCH,Exact district-name token match
Karnataka,Davanagere,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Odisha,Debagarh,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Uttarakhand,Dehradun,Dehradun,EXACT_MATCH,Exact district-name token match
Jharkhand,Deoghar,Deoghar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Deoria,Deoria,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Dewas,Dewas,EXACT_MATCH,Exact district-name token match
Tripura,Dhalai,Dhalai,EXACT_MATCH,Exact district-name token match
Chhattisgarh,Dhamtari,Dhamtari,EXACT_MATCH,Exact district-name token match
Jharkhand,Dhanbad,Dhanbad,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Dhar,Dhar,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Dharmapuri,Dharmapuri,EXACT_MATCH,Exact district-name token match
Karnataka,Dharwad,Dharwad,EXACT_MATCH,Exact district-name token match
Rajasthan,Dhaulpur,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Assam,Dhemaji,Dhemaji,EXACT_MATCH,Exact district-name token match
Odisha,Dhenkanal,Dhenkanal,EXACT_MATCH,Exact district-name token match
Assam,Dhubri,Dhubri,EXACT_MATCH,Exact district-name token match
Maharashtra,Dhule,Dhule,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,Dibang Valley,Dibang Valley,EXACT_MATCH,Exact district-name token match
Assam,Dibrugarh,Dibrugarh,EXACT_MATCH,Exact district-name token match
Assam,Dima Hasao,Dima Hasao,EXACT_MATCH,Exact district-name token match
Nagaland,Dimapur,Dimapur,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Dindigul,Dindigul,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Dindori,Dindori,EXACT_MATCH,Exact district-name token match
Daman & Diu,Diu,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Jammu & Kashmir,Doda,Doda,EXACT_MATCH,Exact district-name token match
Gujarat,Dohad,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Jharkhand,Dumka,Dumka,EXACT_MATCH,Exact district-name token match
Rajasthan,Dungarpur,Dungarpur,EXACT_MATCH,Exact district-name token match
Chhattisgarh,Durg,Durg,EXACT_MATCH,Exact district-name token match
NCT of Delhi,East,East,EXACT_MATCH,Exact district-name token match
Meghalaya,East Garo Hills,East Garo Hills,EXACT_MATCH,Exact district-name token match
Andhra Pradesh,East Godavari,East Godavari,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,East Kameng,East Kameng,EXACT_MATCH,Exact district-name token match
Meghalaya,East Khasi Hills,East Khasi Hills,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,East Nimar,East Nimar,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,East Siang,East Siang,EXACT_MATCH,Exact district-name token match
Kerala,Ernakulam,Ernakulam,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Erode,Erode,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Etah,Etah,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Etawah,Etawah,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Faizabad,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Haryana,Faridabad,Faridabad,EXACT_MATCH,Exact district-name token match
Punjab,Faridkot,Faridkot,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Farrukhabad,Farrukhabad,EXACT_MATCH,Exact district-name token match
Haryana,Fatehabad,Fatehabad,EXACT_MATCH,Exact district-name token match
Punjab,Fatehgarh Sahib,Fatehgarh Sahib,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Fatehpur,Fatehpur,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Firozabad,Firozabad,EXACT_MATCH,Exact district-name token match
Punjab,Firozpur,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Gadag,Gadag,EXACT_MATCH,Exact district-name token match
Odisha,Gajapati,Gajapati,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Ganderbal,Ganderbal,EXACT_MATCH,Exact district-name token match
Gujarat,Gandhinagar,Gandhinagar,EXACT_MATCH,Exact district-name token match
Rajasthan,Ganganagar,Ganganagar,EXACT_MATCH,Exact district-name token match
Odisha,Ganjam,Ganjam,EXACT_MATCH,Exact district-name token match
Maharashtra,Garhchiroli,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Jharkhand,Garhwa,Garhwa,EXACT_MATCH,Exact district-name token match
Uttarakhand,Garhwal,Garhwal,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,EXACT_MATCH,Exact district-name token match
Bihar,Gaya,Gaya,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Ghaziabad,Ghaziabad,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Ghazipur,Ghazipur,EXACT_MATCH,Exact district-name token match
Jharkhand,Giridih,Giridih,EXACT_MATCH,Exact district-name token match
Assam,Goalpara,Goalpara,EXACT_MATCH,Exact district-name token match
Jharkhand,Godda,Godda,EXACT_MATCH,Exact district-name token match
Assam,Golaghat,Golaghat,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Gonda,Gonda,EXACT_MATCH,Exact district-name token match
Maharashtra,Gondiya,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Bihar,Gopalganj,Gopalganj,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Gorakhpur,Gorakhpur,EXACT_MATCH,Exact district-name token match
Karnataka,Gulbarga,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Jharkhand,Gumla,Gumla,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Guna,Guna,EXACT_MATCH,Exact district-name token match
Andhra Pradesh,Guntur,Guntur,EXACT_MATCH,Exact district-name token match
Punjab,Gurdaspur,Gurdaspur,EXACT_MATCH,Exact district-name token match
Haryana,Gurgaon,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Madhya Pradesh,Gwalior,Gwalior,EXACT_MATCH,Exact district-name token match
Assam,Hailakandi,Hailakandi,EXACT_MATCH,Exact district-name token match
Himachal Pradesh,Hamirpur,Hamirpur,EXACT_MATCH,Exact district-name token match
Rajasthan,Hanumangarh,Hanumangarh,EXACT_MATCH,Exact district-name token match
West Bengal,Haora,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Madhya Pradesh,Harda,Harda,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Hardoi,Hardoi,EXACT_MATCH,Exact district-name token match
Uttarakhand,Hardwar,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Hassan,Hassan,EXACT_MATCH,Exact district-name token match
Karnataka,Haveri,Haveri,EXACT_MATCH,Exact district-name token match
Jharkhand,Hazaribagh,Hazaribagh,EXACT_MATCH,Exact district-name token match
Maharashtra,Hingoli,Hingoli,EXACT_MATCH,Exact district-name token match
Haryana,Hisar,Hisar,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Hoshangabad,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Punjab,Hoshiarpur,Hoshiarpur,EXACT_MATCH,Exact district-name token match
West Bengal,Hugli,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Andhra Pradesh,Hyderabad,Hyderabad,EXACT_MATCH,Exact district-name token match
Kerala,Idukki,Idukki,EXACT_MATCH,Exact district-name token match
Manipur,Imphal East,Imphal East,EXACT_MATCH,Exact district-name token match
Manipur,Imphal West,Imphal West,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Indore,Indore,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Jabalpur,Jabalpur,EXACT_MATCH,Exact district-name token match
Odisha,Jagatsinghapur,Jagatsinghapur,EXACT_MATCH,Exact district-name token match
Meghalaya,Jaintia Hills,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Rajasthan,Jaipur,Jaipur,EXACT_MATCH,Exact district-name token match
Rajasthan,Jaisalmer,Jaisalmer,EXACT_MATCH,Exact district-name token match
Odisha,Jajapur,Jajapur,EXACT_MATCH,Exact district-name token match
Punjab,Jalandhar,Jalandhar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Jalaun,Jalaun,EXACT_MATCH,Exact district-name token match
Maharashtra,Jalgaon,Jalgaon,EXACT_MATCH,Exact district-name token match
Maharashtra,Jalna,Jalna,EXACT_MATCH,Exact district-name token match
Rajasthan,Jalor,,BOUNDARY_ONLY,No exact or normalized IFI district token match
West Bengal,Jalpaiguri,Jalpaiguri,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Jammu,Jammu,EXACT_MATCH,Exact district-name token match
Gujarat,Jamnagar,Jamnagar,EXACT_MATCH,Exact district-name token match
Jharkhand,Jamtara,Jamtara,EXACT_MATCH,Exact district-name token match
Bihar,Jamui,Jamui,EXACT_MATCH,Exact district-name token match
Chhattisgarh,Janjgir-champa,Janjgir-Champa,NORMALIZED_MATCH_REQUIRES_VERIFICATION,Case/punctuation/whitespace-normalized match; state context and historical identity require verification
Chhattisgarh,Jashpur,Jashpur,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Jaunpur,Jaunpur,EXACT_MATCH,Exact district-name token match
Bihar,Jehanabad,Jehanabad,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Jhabua,Jhabua,EXACT_MATCH,Exact district-name token match
Haryana,Jhajjar,Jhajjar,EXACT_MATCH,Exact district-name token match
Rajasthan,Jhalawar,Jhalawar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Jhansi,Jhansi,EXACT_MATCH,Exact district-name token match
Odisha,Jharsuguda,Jharsuguda,EXACT_MATCH,Exact district-name token match
Rajasthan,Jhunjhunun,Jhunjhunun,EXACT_MATCH,Exact district-name token match
Haryana,Jind,Jind,EXACT_MATCH,Exact district-name token match
Rajasthan,Jodhpur,Jodhpur,EXACT_MATCH,Exact district-name token match
Assam,Jorhat,Jorhat,EXACT_MATCH,Exact district-name token match
Gujarat,Junagadh,Junagadh,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Jyotiba Phule Nagar,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Chhattisgarh,Kabeerdham,Kabeerdham,EXACT_MATCH,Exact district-name token match
Gujarat,Kachchh,Kachchh,EXACT_MATCH,Exact district-name token match
Bihar,Kaimur (bhabua),Kaimur (Bhabua),NORMALIZED_MATCH_REQUIRES_VERIFICATION,Case/punctuation/whitespace-normalized match; state context and historical identity require verification
Haryana,Kaithal,Kaithal,EXACT_MATCH,Exact district-name token match
Odisha,Kalahandi,Kalahandi,EXACT_MATCH,Exact district-name token match
Assam,Kamrup,Kamrup,EXACT_MATCH,Exact district-name token match
Assam,Kamrup Metropolitan,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Tamil Nadu,Kancheepuram,Kancheepuram,EXACT_MATCH,Exact district-name token match
Odisha,Kandhamal,Kandhamal,EXACT_MATCH,Exact district-name token match
Himachal Pradesh,Kangra,Kangra,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Kannauj,Kannauj,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Kanniyakumari,Kanniyakumari,EXACT_MATCH,Exact district-name token match
Kerala,Kannur,Kannur,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Kanpur Dehat,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Kansiram Nagar,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Punjab,Kapurthala,Kapurthala,EXACT_MATCH,Exact district-name token match
Puducherry,Karaikal,Karaikal,EXACT_MATCH,Exact district-name token match
Rajasthan,Karauli,Karauli,EXACT_MATCH,Exact district-name token match
Assam,Karbi Anglong,Karbi Anglong,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Kargil,Kargil,EXACT_MATCH,Exact district-name token match
Assam,Karimganj,Karimganj,EXACT_MATCH,Exact district-name token match
Andhra Pradesh,Karimnagar,Karimnagar,EXACT_MATCH,Exact district-name token match
Haryana,Karnal,Karnal,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Karur,Karur,EXACT_MATCH,Exact district-name token match
Kerala,Kasaragod,Kasaragod,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Kathua,Kathua,EXACT_MATCH,Exact district-name token match
Bihar,Katihar,Katihar,EXACT_MATCH,Exact district-name token match
Madhya Pradesh,Katni,Katni,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Kaushambi,Kaushambi,EXACT_MATCH,Exact district-name token match
Odisha,Kendrapara,Kendrapara,EXACT_MATCH,Exact district-name token match
Odisha,Kendujhar,Kendujhar,EXACT_MATCH,Exact district-name token match
Bihar,Khagaria,Khagaria,EXACT_MATCH,Exact district-name token match
Andhra Pradesh,Khammam,Khammam,EXACT_MATCH,Exact district-name token match
Gujarat,Kheda,Kheda,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Kheri,Kheri,EXACT_MATCH,Exact district-name token match
Odisha,Khordha,Khordha,EXACT_MATCH,Exact district-name token match
Jharkhand,Khunti,Khunti,EXACT_MATCH,Exact district-name token match
Himachal Pradesh,Kinnaur,Kinnaur,EXACT_MATCH,Exact district-name token match
Nagaland,Kiphire,Kiphire,EXACT_MATCH,Exact district-name token match
Bihar,Kishanganj,Kishanganj,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Kishtwar,Kishtwar,EXACT_MATCH,Exact district-name token match
West Bengal,Koch Bihar,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Karnataka,Kodagu,Kodagu,EXACT_MATCH,Exact district-name token match
Jharkhand,Kodarma,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Nagaland,Kohima,Kohima,EXACT_MATCH,Exact district-name token match
Assam,Kokrajhar,Kokrajhar,EXACT_MATCH,Exact district-name token match
Karnataka,Kolar,Kolar,EXACT_MATCH,Exact district-name token match
Mizoram,Kolasib,Kolasib,EXACT_MATCH,Exact district-name token match
Maharashtra,Kolhapur,Kolhapur,EXACT_MATCH,Exact district-name token match
West Bengal,Kolkata,Kolkata,EXACT_MATCH,Exact district-name token match
Kerala,Kollam,Kollam,EXACT_MATCH,Exact district-name token match
Karnataka,Koppal,Koppal,EXACT_MATCH,Exact district-name token match
Odisha,Koraput,Koraput,EXACT_MATCH,Exact district-name token match
Chhattisgarh,Korba,Korba,EXACT_MATCH,Exact district-name token match
Chhattisgarh,Koriya,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Rajasthan,Kota,Kota,EXACT_MATCH,Exact district-name token match
Kerala,Kottayam,Kottayam,EXACT_MATCH,Exact district-name token match
Kerala,Kozhikode,Kozhikode,EXACT_MATCH,Exact district-name token match
Andhra Pradesh,Krishna,Krishna,EXACT_MATCH,Exact district-name token match
Tamil Nadu,Krishnagiri,Krishnagiri,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Kulgam,Kulgam,EXACT_MATCH,Exact district-name token match
Himachal Pradesh,Kullu,Kullu,EXACT_MATCH,Exact district-name token match
Jammu & Kashmir,Kupwara,Kupwara,EXACT_MATCH,Exact district-name token match
Andhra Pradesh,Kurnool,Kurnool,EXACT_MATCH,Exact district-name token match
Haryana,Kurukshetra,Kurukshetra,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,Kurung Kumey,Kurung Kumey,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Kushinagar,Kushinagar,EXACT_MATCH,Exact district-name token match
Himachal Pradesh,Lahul & Spiti,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Assam,Lakhimpur,Lakhimpur,EXACT_MATCH,Exact district-name token match
Bihar,Lakhisarai,Lakhisarai,EXACT_MATCH,Exact district-name token match
Lakshadweep,Lakshadweep,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Uttar Pradesh,Lalitpur,Lalitpur,EXACT_MATCH,Exact district-name token match
Jharkhand,Latehar,Latehar,EXACT_MATCH,Exact district-name token match
Maharashtra,Latur,Latur,EXACT_MATCH,Exact district-name token match
Mizoram,Lawangtlai,,BOUNDARY_ONLY,No exact or normalized IFI district token match
Jammu & Kashmir,Leh (ladakh),Leh ladakh,NORMALIZED_MATCH_REQUIRES_VERIFICATION,Case/punctuation/whitespace-normalized match; state context and historical identity require verification
Jharkhand,Lohardaga,Lohardaga,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,Lohit,Lohit,EXACT_MATCH,Exact district-name token match
Nagaland,Longleng,Longleng,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,Lower Dibang Valley,Lower Dibang Valley,EXACT_MATCH,Exact district-name token match
Arunanchal Pradesh,Lower Subansiri,Lower Subansiri,EXACT_MATCH,Exact district-name token match
Uttar Pradesh,Lucknow,Lucknow,EXACT_MATCH,Exact district-name token match
Punjab,Ludhiana,Ludhiana,EXACT_MATCH,Exact district-name token match
Mizoram,Lunglei,Lunglei,EXACT_MATCH,Exact district-name token match
Bihar,Madhepura,Madhepura,EXACT_MATCH,Exact district-name token match
Bihar,Madhubani,Madhubani,EXACT_MATCH,Exact district-name token match
